评价ID,品牌,分类,用户评分,评价内容长度,是否有图,购买渠道,评价日期,是否追评,有用数
RV-101110,戴尔,投影仪,4,58,是,京东,2026-01-11,否,2
RV-101111,索尼,智能家居,4,43,否,京东,2025-07-09,否,0
RV-101112,飞利浦,智能手机,2,157,否,京东,2025-11-06,否,3
RV-101113,小米,电视,1,192,是,拼多多,2026-01-09,是,5
RV-101114,华硕,电视,4,62,否,天猫,2025-08-08,否,0
RV-101115,戴尔,电视,4,59,是,京东,2025-12-24,否,1
RV-101116,OPPO,电视,4,84,否,京东,2026-01-04,否,0
RV-101117,三星,智能手机,5,70,是,拼多多,2026-06-08,否,0
RV-101118,联想,平板电脑,5,158,是,京东,2026-03-16,否,2
RV-101119,格力,平板电脑,5,30,是,苏宁,2025-07-17,否,0
RV-101120,联想,智能手机,3,162,否,天猫,2026-01-02,是,1
RV-101121,小米,耳机,5,10,是,苏宁,2026-04-06,否,1
RV-101122,格力,平板电脑,3,71,否,官网,2025-08-12,否,0
RV-101123,华为,智能穿戴,5,73,是,天猫,2025-10-24,否,1
RV-101124,华为,电视,3,21,否,抖音,2025-09-19,否,0
RV-101125,索尼,耳机,4,48,是,官网,2026-05-05,否,3
RV-101126,三星,电视,4,78,是,苏宁,2025-07-19,否,0
RV-101127,华硕,投影仪,4,16,是,官网,2025-12-30,否,0
RV-101128,戴尔,耳机,5,58,是,天猫,2026-02-14,否,1
RV-101129,惠普,笔记本电脑,5,10,是,抖音,2026-04-03,否,2
RV-101130,三星,智能手机,5,190,是,拼多多,2026-06-14,否,3
RV-101131,小米,智能穿戴,5,90,是,天猫,2025-10-25,否,3
RV-101132,联想,电视,3,151,否,京东,2025-10-24,否,5
RV-101133,惠普,平板电脑,5,79,是,天猫,2026-02-10,否,0
RV-101134,苹果,智能家居,5,54,是,抖音,2026-04-17,否,1
RV-101135,惠普,投影仪,4,114,是,官网,2026-06-18,否,7
RV-101136,飞利浦,电视,5,112,否,京东,2026-05-20,否,3
RV-101137,苹果,智能穿戴,4,63,否,苏宁,2026-05-25,否,0
RV-101138,小米,智能家居,5,41,否,京东,2026-05-24,否,0
RV-101139,苹果,智能家居,5,96,是,天猫,2025-08-10,否,3
RV-101140,小米,智能家居,5,119,否,拼多多,2025-11-25,否,1
RV-101141,惠普,投影仪,5,10,是,京东,2025-07-24,否,2
RV-101142,OPPO,智能手机,3,207,是,抖音,2026-04-18,否,5
RV-101143,戴尔,笔记本电脑,5,54,否,苏宁,2026-01-11,否,0
RV-101144,华硕,智能家居,5,98,是,苏宁,2026-03-28,否,3
RV-101145,联想,笔记本电脑,5,37,否,官网,2025-07-14,否,0
RV-101146,华硕,笔记本电脑,5,10,是,京东,2025-09-21,否,2
RV-101147,OPPO,电视,5,63,否,天猫,2025-11-08,否,0
RV-101148,华为,耳机,2,131,否,京东,2026-04-27,否,0
RV-101149,索尼,电视,5,120,否,天猫,2025-10-13,否,3
RV-101150,海尔,智能穿戴,5,10,是,天猫,2026-04-15,否,2
RV-101151,联想,电视,4,135,是,官网,2026-01-08,否,8
RV-101152,OPPO,电视,3,135,是,官网,2026-01-24,否,5
RV-101153,松下,投影仪,5,125,否,京东,2026-01-27,否,3
RV-101154,飞利浦,电视,5,142,是,抖音,2025-08-15,否,8
RV-101155,小米,智能手机,5,15,否,天猫,2025-10-02,否,0
RV-101156,OPPO,电视,5,10,是,京东,2026-01-03,否,2
RV-101157,索尼,智能穿戴,4,10,否,苏宁,2025-08-10,否,0
RV-101158,戴尔,电视,5,94,否,苏宁,2026-04-09,否,0
RV-101159,戴尔,投影仪,5,42,是,官网,2026-02-13,否,3
RV-101160,格力,电视,4,98,否,京东,2026-05-25,否,0
RV-101161,小米,智能手机,4,67,是,苏宁,2025-08-18,否,0
RV-101162,惠普,智能手机,4,90,否,天猫,2026-05-11,否,0
RV-101163,松下,智能家居,1,107,是,官网,2025-08-12,否,6
RV-101164,飞利浦,电视,5,28,是,苏宁,2026-02-01,否,2
RV-101165,海尔,耳机,5,150,否,抖音,2025-12-29,是,1
RV-101166,松下,投影仪,5,56,否,抖音,2026-04-01,否,0
RV-101167,海尔,电视,3,244,否,苏宁,2025-08-17,否,1
RV-101168,格力,平板电脑,4,89,是,京东,2025-10-23,否,1
RV-101169,海尔,电视,3,188,否,拼多多,2026-04-18,否,4
RV-101170,三星,笔记本电脑,5,40,是,苏宁,2025-09-19,否,0
RV-101171,华为,平板电脑,1,163,否,官网,2026-03-08,否,1
RV-101172,美的,耳机,5,66,是,京东,2025-08-05,否,2
RV-101173,索尼,笔记本电脑,2,53,否,京东,2025-09-15,否,0
RV-101174,小米,智能家居,2,137,是,苏宁,2026-03-24,是,5
RV-101175,小米,智能家居,3,141,是,官网,2026-03-23,否,5
RV-101176,戴尔,电视,2,162,否,抖音,2025-08-05,否,1
RV-101177,海尔,智能手机,5,85,是,抖音,2026-04-18,否,0
RV-101178,格力,智能穿戴,2,199,是,天猫,2026-05-11,是,4
RV-101179,华为,投影仪,5,58,是,拼多多,2026-02-21,否,1
RV-101180,华硕,耳机,1,147,是,苏宁,2025-10-19,否,6
RV-101181,美的,耳机,5,129,是,京东,2025-12-19,否,7
RV-101182,OPPO,智能穿戴,5,10,是,抖音,2026-01-26,否,2
RV-101183,小米,电视,4,102,是,天猫,2025-11-20,否,5
RV-101184,美的,智能手机,1,88,是,京东,2025-12-17,否,2
RV-101185,小米,平板电脑,3,47,是,官网,2026-03-20,是,1
RV-101186,联想,投影仪,5,19,是,拼多多,2025-09-21,是,4
RV-101187,美的,耳机,4,10,是,抖音,2026-05-17,否,1
RV-101188,索尼,笔记本电脑,4,10,是,京东,2026-03-30,否,1
RV-101189,飞利浦,智能家居,4,116,否,天猫,2025-11-19,否,0
RV-101190,OPPO,投影仪,4,166,是,天猫,2026-02-13,是,7
RV-101191,松下,电视,5,59,是,京东,2025-08-12,否,2
RV-101192,小米,智能家居,5,37,否,京东,2025-12-16,否,0
RV-101193,惠普,投影仪,4,162,是,京东,2025-08-14,否,6
RV-101194,松下,投影仪,2,152,是,京东,2026-04-12,是,6
RV-101195,三星,投影仪,3,85,是,京东,2026-06-16,是,2
RV-101196,华为,智能穿戴,5,65,是,抖音,2026-04-29,否,1
RV-101197,华硕,笔记本电脑,5,13,否,官网,2025-12-09,否,0
RV-101198,华硕,笔记本电脑,4,39,是,京东,2026-03-15,否,3
RV-101199,索尼,智能穿戴,3,112,是,京东,2025-07-18,否,2
RV-101200,小米,智能家居,5,63,是,天猫,2026-01-15,否,0
RV-101201,松下,投影仪,3,80,是,京东,2025-10-23,否,1
RV-101202,美的,平板电脑,5,90,是,京东,2026-04-03,否,3
RV-101203,索尼,电视,5,10,是,苏宁,2026-04-24,否,0
RV-101204,美的,笔记本电脑,3,114,是,拼多多,2026-01-09,否,8
RV-101205,小米,笔记本电脑,5,61,是,拼多多,2025-10-21,否,3
RV-101206,华为,智能家居,5,44,是,苏宁,2026-04-03,否,2
RV-101207,苹果,智能穿戴,4,27,是,天猫,2025-08-12,否,0
RV-101208,小米,耳机,5,54,否,天猫,2026-02-17,否,0
RV-101209,美的,电视,5,111,是,天猫,2025-10-28,否,7
RV-101210,苹果,耳机,5,47,是,官网,2026-02-02,否,3
RV-101211,三星,平板电脑,5,27,是,京东,2026-04-27,否,3
RV-101212,海尔,智能家居,4,102,是,抖音,2025-11-08,否,2
RV-101213,华为,智能家居,2,119,是,抖音,2025-10-13,是,3
RV-101214,苹果,平板电脑,3,80,是,拼多多,2025-10-02,否,2
RV-101215,海尔,智能家居,5,99,是,拼多多,2025-07-10,否,2
RV-101216,美的,智能家居,5,187,是,苏宁,2026-01-07,否,2
RV-101217,华为,耳机,4,98,是,天猫,2026-05-24,否,1
RV-101218,美的,电视,4,33,否,抖音,2025-11-20,否,0
RV-101219,苹果,智能穿戴,2,43,是,拼多多,2026-02-17,否,3
RV-101220,三星,智能手机,4,143,否,拼多多,2026-01-12,否,4
RV-101221,小米,智能手机,4,142,是,抖音,2025-08-23,否,3
RV-101222,海尔,平板电脑,5,64,是,京东,2025-09-08,否,2
RV-101223,华为,智能家居,5,51,是,拼多多,2026-06-13,否,0
RV-101224,苹果,投影仪,2,201,否,拼多多,2025-07-08,否,0
RV-101225,苹果,耳机,4,63,否,苏宁,2026-06-22,否,0
RV-101226,美的,投影仪,5,10,是,抖音,2026-02-04,否,2
RV-101227,索尼,平板电脑,4,144,是,天猫,2025-07-24,否,5
RV-101228,索尼,平板电脑,4,46,是,天猫,2025-10-02,否,3
RV-101229,戴尔,电视,5,159,是,拼多多,2025-11-11,否,6
RV-101230,戴尔,智能家居,4,10,是,抖音,2026-04-28,是,3
RV-101231,美的,智能穿戴,3,64,是,苏宁,2026-06-11,否,2
RV-101232,苹果,电视,4,10,是,拼多多,2026-06-10,否,0
RV-101233,松下,笔记本电脑,5,39,是,拼多多,2025-07-20,否,3
RV-101234,松下,智能手机,5,33,是,官网,2025-09-24,否,1
RV-101235,华硕,平板电脑,5,10,是,拼多多,2025-08-21,否,2
RV-101236,格力,智能手机,3,136,否,京东,2025-10-15,否,0
RV-101237,三星,耳机,5,61,是,京东,2026-06-10,否,3
RV-101238,索尼,电视,4,102,是,抖音,2025-08-06,否,7
RV-101239,小米,电视,5,18,是,抖音,2026-04-12,否,1
RV-101240,格力,耳机,4,136,是,苏宁,2025-12-20,否,7
RV-101241,格力,笔记本电脑,4,65,否,京东,2025-11-16,是,2
RV-101242,OPPO,电视,5,104,是,苏宁,2026-04-28,否,2
RV-101243,美的,智能家居,5,10,否,天猫,2025-10-24,否,0
RV-101244,联想,电视,4,44,是,拼多多,2026-04-28,否,3
RV-101245,飞利浦,智能穿戴,2,86,是,苏宁,2025-12-28,否,3
RV-101246,OPPO,平板电脑,4,54,否,抖音,2026-01-24,否,0
RV-101247,OPPO,投影仪,4,75,否,天猫,2026-04-18,是,0
RV-101248,小米,笔记本电脑,4,89,是,天猫,2026-05-16,否,1
RV-101249,格力,电视,3,195,是,官网,2026-06-19,是,6
RV-101250,小米,智能家居,3,149,否,苏宁,2025-11-20,否,5
RV-101251,苹果,耳机,5,29,是,官网,2026-03-27,否,1
RV-101252,苹果,电视,3,48,否,京东,2026-03-26,是,0
RV-101253,飞利浦,平板电脑,2,105,是,天猫,2026-01-15,否,4
RV-101254,海尔,智能家居,5,10,是,苏宁,2026-06-04,否,1
RV-101255,戴尔,电视,2,139,否,京东,2026-05-18,是,6
RV-101256,华硕,耳机,5,67,是,拼多多,2025-07-13,是,5
RV-101257,小米,平板电脑,1,132,是,抖音,2025-12-16,否,6
RV-101258,华为,笔记本电脑,4,72,否,拼多多,2025-12-05,否,0
RV-101259,三星,投影仪,2,129,是,苏宁,2026-03-10,是,7
RV-101260,小米,智能手机,5,42,是,拼多多,2026-05-03,否,3
RV-101261,格力,智能手机,5,10,是,苏宁,2025-11-30,否,2
RV-101262,索尼,耳机,5,73,是,官网,2025-07-24,否,3
RV-101263,格力,智能手机,4,22,是,官网,2025-11-30,否,1
RV-101264,戴尔,平板电脑,5,88,是,京东,2025-11-27,否,2
RV-101265,三星,耳机,5,23,是,官网,2026-07-01,否,0
RV-101266,三星,智能手机,5,94,是,天猫,2026-02-09,否,1
RV-101267,OPPO,电视,4,92,是,苏宁,2026-03-25,是,6
RV-101268,格力,投影仪,2,124,否,官网,2026-02-09,否,4
RV-101269,三星,智能穿戴,5,95,是,官网,2025-12-10,否,2
RV-101270,OPPO,智能家居,5,85,是,拼多多,2026-05-07,否,1
RV-101271,格力,平板电脑,5,44,是,京东,2026-05-11,否,3
RV-101272,华硕,智能手机,5,67,是,京东,2025-10-28,否,3
RV-101273,松下,电视,5,46,是,苏宁,2025-08-05,否,1
RV-101274,惠普,智能手机,4,181,是,天猫,2025-09-09,否,4
RV-101275,飞利浦,智能手机,5,10,否,官网,2025-12-02,否,0
RV-101276,美的,智能手机,3,147,是,抖音,2025-12-03,否,7
RV-101277,格力,智能穿戴,5,33,是,京东,2026-05-02,否,1
RV-101278,索尼,智能穿戴,5,23,是,拼多多,2026-01-04,否,2
RV-101279,海尔,智能穿戴,3,152,否,抖音,2026-02-01,否,0
RV-101280,海尔,投影仪,3,116,否,苏宁,2026-01-06,否,0
RV-101281,海尔,耳机,4,80,是,天猫,2025-11-25,是,2
RV-101282,索尼,智能穿戴,5,96,是,京东,2026-03-11,否,0
RV-101283,海尔,智能手机,5,140,是,官网,2025-09-28,否,2
RV-101284,三星,智能手机,1,266,否,官网,2025-10-05,否,2
RV-101285,华为,耳机,5,59,是,天猫,2026-03-09,否,0
RV-101286,联想,投影仪,3,73,否,抖音,2026-01-22,是,0
RV-101287,飞利浦,投影仪,5,68,是,抖音,2026-02-08,否,3
RV-101288,华为,平板电脑,5,30,是,抖音,2026-01-29,否,1
RV-101289,格力,投影仪,2,127,是,官网,2025-12-25,否,6
RV-101290,小米,笔记本电脑,1,240,否,抖音,2025-12-06,否,5
RV-101291,格力,笔记本电脑,3,109,是,天猫,2026-02-21,是,8
RV-101292,松下,智能穿戴,2,175,是,天猫,2025-07-19,否,2
RV-101293,华硕,电视,5,44,是,苏宁,2025-08-08,否,2
RV-101294,OPPO,耳机,4,92,是,官网,2025-12-12,否,1
RV-101295,OPPO,平板电脑,4,57,否,京东,2026-05-09,否,0
RV-101296,戴尔,电视,4,104,是,天猫,2026-07-01,否,4
RV-101297,小米,电视,5,27,是,京东,2026-05-05,否,0
RV-101298,松下,电视,5,10,是,天猫,2026-01-08,是,6
RV-101299,戴尔,耳机,3,104,是,京东,2026-06-15,否,2
RV-101300,格力,投影仪,2,136,否,天猫,2025-07-15,否,3
RV-101301,格力,平板电脑,3,56,是,京东,2026-04-22,否,0
RV-101302,OPPO,投影仪,4,115,是,拼多多,2026-03-12,否,2
RV-101303,华硕,投影仪,5,121,是,拼多多,2026-02-12,否,7
RV-101304,戴尔,投影仪,3,207,否,抖音,2025-11-30,是,6
RV-101305,索尼,投影仪,5,14,是,苏宁,2025-11-01,否,2
RV-101306,三星,平板电脑,5,52,否,拼多多,2025-08-01,否,0
RV-101307,苹果,笔记本电脑,5,10,否,抖音,2026-06-24,否,0
RV-101308,美的,智能手机,1,264,否,天猫,2025-12-31,否,0
RV-101309,索尼,电视,3,113,是,京东,2025-07-12,否,2
RV-101310,华硕,电视,4,66,是,官网,2026-03-17,是,2
RV-101311,小米,投影仪,5,123,是,官网,2025-07-12,否,5
RV-101312,联想,智能手机,4,40,否,官网,2025-08-04,否,0
RV-101313,华为,智能手机,5,137,是,苏宁,2026-02-23,否,2
RV-101314,苹果,智能家居,3,142,否,京东,2026-03-21,否,4
RV-101315,戴尔,笔记本电脑,4,176,是,拼多多,2025-07-21,否,3
RV-101316,OPPO,电视,4,10,是,拼多多,2026-03-12,否,2
RV-101317,海尔,智能家居,4,56,是,京东,2026-02-07,否,3
RV-101318,三星,笔记本电脑,1,122,否,苏宁,2025-08-03,否,1
RV-101319,小米,平板电脑,4,106,是,苏宁,2025-11-03,是,9
RV-101320,OPPO,电视,4,101,是,拼多多,2025-09-24,否,3
RV-101321,索尼,投影仪,4,175,否,拼多多,2026-06-11,否,2
RV-101322,华硕,耳机,5,10,否,抖音,2026-04-14,否,0
RV-101323,三星,笔记本电脑,2,174,否,京东,2025-10-05,否,4
RV-101324,格力,智能手机,3,182,是,京东,2025-08-07,否,4
RV-101325,惠普,耳机,5,10,是,拼多多,2026-03-13,否,3
RV-101326,飞利浦,平板电脑,2,127,是,抖音,2026-05-17,是,4
RV-101327,戴尔,智能家居,5,10,是,官网,2026-02-19,是,1
RV-101328,小米,电视,4,77,是,官网,2025-10-23,否,0
RV-101329,格力,电视,5,70,是,官网,2026-05-21,否,1
RV-101330,OPPO,电视,5,23,是,拼多多,2026-02-04,否,0
RV-101331,华硕,耳机,5,103,否,苏宁,2026-02-09,否,3
RV-101332,小米,耳机,1,221,否,京东,2025-12-25,否,1
RV-101333,华硕,电视,1,136,否,抖音,2026-03-16,否,3
RV-101334,华为,电视,3,143,是,抖音,2026-05-21,否,1
RV-101335,苹果,耳机,2,167,是,抖音,2025-11-08,是,8
RV-101336,格力,耳机,5,44,是,官网,2026-01-25,否,0
RV-101337,OPPO,电视,2,45,是,拼多多,2025-10-26,是,7
RV-101338,海尔,耳机,5,149,是,官网,2025-12-03,否,0
RV-101339,小米,电视,5,10,是,天猫,2026-04-14,否,0
RV-101340,华硕,笔记本电脑,5,68,是,京东,2025-12-16,否,3
RV-101341,索尼,笔记本电脑,4,25,是,拼多多,2025-10-14,否,2
RV-101342,OPPO,投影仪,4,44,是,抖音,2025-10-16,否,2
RV-101343,索尼,智能家居,4,10,否,天猫,2026-04-30,否,0
RV-101344,惠普,智能家居,5,175,是,官网,2026-03-28,否,3
RV-101345,小米,智能家居,5,106,是,官网,2026-01-10,否,1
RV-101346,惠普,耳机,5,26,是,官网,2025-09-12,否,3
RV-101347,索尼,投影仪,4,187,是,抖音,2026-05-30,否,5
RV-101348,苹果,笔记本电脑,3,181,是,抖音,2026-01-20,否,7
RV-101349,飞利浦,智能穿戴,1,223,否,天猫,2026-03-23,否,3
RV-101350,华为,耳机,1,188,是,京东,2026-05-30,否,2
RV-101351,苹果,智能家居,4,103,是,苏宁,2025-09-25,否,1
RV-101352,戴尔,电视,3,101,是,官网,2026-04-14,否,5
RV-101353,松下,智能穿戴,3,128,否,拼多多,2025-07-18,否,3
RV-101354,海尔,笔记本电脑,4,127,是,天猫,2025-12-03,否,5
RV-101355,OPPO,耳机,5,57,是,苏宁,2026-03-30,否,0
RV-101356,联想,耳机,5,24,是,京东,2026-02-19,是,4
RV-101357,海尔,智能穿戴,4,108,是,官网,2026-02-18,否,7
RV-101358,华为,智能手机,2,100,否,官网,2025-11-08,否,0
RV-101359,松下,笔记本电脑,5,10,是,官网,2025-07-12,否,1
RV-101360,苹果,平板电脑,5,10,否,京东,2026-01-29,否,0
RV-101361,松下,智能穿戴,1,197,是,拼多多,2025-07-29,否,2
RV-101362,美的,平板电脑,2,21,否,苏宁,2025-12-14,否,0
RV-101363,松下,智能手机,5,37,否,京东,2026-02-22,否,0
RV-101364,苹果,智能家居,5,10,是,拼多多,2026-01-30,否,0
RV-101365,惠普,投影仪,5,88,是,苏宁,2025-09-22,否,0
RV-101366,小米,笔记本电脑,2,111,是,官网,2026-03-19,是,1
RV-101367,联想,智能家居,5,113,是,拼多多,2026-05-02,否,6
RV-101368,华为,电视,3,95,是,天猫,2026-03-28,是,3
RV-101369,索尼,智能穿戴,4,112,是,官网,2026-01-11,否,6
RV-101370,惠普,智能家居,3,173,否,天猫,2025-09-20,是,5
RV-101371,格力,电视,5,29,否,拼多多,2026-03-24,否,0
RV-101372,格力,智能穿戴,5,37,是,官网,2025-10-17,否,0
RV-101373,海尔,平板电脑,4,82,是,抖音,2025-08-05,否,3
RV-101374,美的,智能手机,5,73,是,拼多多,2026-01-18,否,3
RV-101375,海尔,笔记本电脑,5,32,是,苏宁,2026-06-27,否,1
RV-101376,飞利浦,智能家居,4,43,是,拼多多,2025-09-04,否,2
RV-101377,华硕,电视,5,56,否,京东,2025-10-22,否,0
RV-101378,戴尔,电视,3,168,否,官网,2025-09-06,否,2
RV-101379,惠普,耳机,1,180,否,京东,2026-06-11,是,7
RV-101380,索尼,平板电脑,3,138,是,天猫,2026-05-28,是,5
RV-101381,三星,耳机,4,80,否,拼多多,2025-09-27,否,0
RV-101382,华为,智能家居,5,22,是,苏宁,2025-07-31,否,3
RV-101383,松下,智能家居,3,131,否,苏宁,2026-05-01,是,3
RV-101384,飞利浦,投影仪,2,95,否,拼多多,2026-06-02,否,0
RV-101385,华硕,智能手机,5,72,是,拼多多,2026-01-04,否,2
RV-101386,惠普,智能手机,4,63,否,京东,2026-04-03,否,0
RV-101387,三星,智能穿戴,4,58,是,拼多多,2026-04-22,否,3
RV-101388,索尼,电视,4,110,是,京东,2025-11-12,否,3
RV-101389,联想,笔记本电脑,4,71,是,天猫,2026-01-26,否,1
RV-101390,OPPO,电视,4,54,是,苏宁,2026-02-03,否,0
RV-101391,索尼,笔记本电脑,4,34,否,苏宁,2025-12-30,否,0
RV-101392,格力,投影仪,3,132,否,京东,2026-04-23,是,3
RV-101393,联想,智能穿戴,5,97,否,苏宁,2025-11-18,否,0
RV-101394,华为,智能家居,5,10,是,苏宁,2026-03-01,否,2
RV-101395,联想,智能穿戴,3,187,是,京东,2025-12-07,否,4
RV-101396,华硕,投影仪,5,43,是,天猫,2026-03-03,否,3
RV-101397,小米,笔记本电脑,5,10,是,苏宁,2026-01-13,否,2
RV-101398,格力,耳机,2,167,否,拼多多,2026-05-30,否,0
RV-101399,联想,智能手机,5,10,否,苏宁,2026-05-18,否,0
RV-101400,惠普,笔记本电脑,5,24,是,官网,2025-08-08,否,2
RV-101401,美的,笔记本电脑,3,128,是,抖音,2025-08-27,是,5
RV-101402,惠普,耳机,4,105,是,抖音,2026-02-17,否,3
RV-101403,海尔,智能手机,4,194,否,苏宁,2026-07-06,否,2
RV-101404,三星,智能手机,3,24,否,拼多多,2025-08-17,否,0
RV-101405,小米,耳机,5,70,是,抖音,2025-07-09,否,2
RV-101406,松下,智能家居,4,10,是,拼多多,2026-01-14,否,0
RV-101407,联想,投影仪,3,184,是,官网,2025-10-09,否,4
RV-101408,苹果,电视,5,119,是,天猫,2026-05-27,否,6
RV-101409,格力,投影仪,5,35,是,天猫,2026-06-23,否,3
RV-101410,OPPO,平板电脑,4,87,是,官网,2025-09-27,否,2
RV-101411,华硕,耳机,5,10,是,苏宁,2026-05-20,否,0
RV-101412,三星,耳机,1,216,否,苏宁,2025-09-30,是,8
RV-101413,联想,耳机,4,152,是,官网,2025-08-02,否,2
RV-101414,海尔,投影仪,4,10,是,天猫,2025-11-20,否,2
RV-101415,美的,平板电脑,4,127,是,京东,2025-07-24,否,4
RV-101416,戴尔,电视,1,149,否,京东,2025-10-24,否,4
RV-101417,OPPO,电视,2,121,是,京东,2025-12-31,是,7
RV-101418,格力,电视,4,105,否,苏宁,2026-04-10,否,1
RV-101419,美的,耳机,5,90,是,苏宁,2025-09-16,否,1
RV-101420,华硕,耳机,4,104,是,拼多多,2025-09-02,否,5
RV-101421,松下,平板电脑,5,99,是,苏宁,2025-10-15,是,3
RV-101422,松下,电视,5,44,是,苏宁,2025-11-26,否,0
RV-101423,松下,智能手机,5,25,是,苏宁,2026-01-03,否,0
RV-101424,格力,智能家居,4,72,是,苏宁,2026-01-02,是,1
RV-101425,海尔,投影仪,5,143,是,官网,2026-01-21,否,2
RV-101426,格力,笔记本电脑,4,82,否,苏宁,2025-07-21,否,0
RV-101427,联想,智能家居,4,34,是,抖音,2026-04-24,否,1
RV-101428,索尼,智能手机,5,19,是,官网,2025-09-21,否,1
RV-101429,索尼,智能家居,3,226,否,抖音,2026-04-24,是,6
RV-101430,索尼,电视,5,25,是,拼多多,2026-02-26,否,0
RV-101431,格力,电视,4,65,否,天猫,2025-08-13,否,0
RV-101432,OPPO,投影仪,4,19,是,苏宁,2026-04-10,否,3
RV-101433,美的,电视,5,10,否,天猫,2026-01-31,否,0
RV-101434,三星,平板电脑,5,22,是,官网,2025-09-20,否,3
RV-101435,美的,智能手机,3,72,否,天猫,2025-10-13,否,0
RV-101436,格力,耳机,5,106,是,苏宁,2026-06-10,否,2
RV-101437,OPPO,耳机,5,32,是,官网,2026-03-14,否,1
RV-101438,格力,智能家居,5,35,否,天猫,2026-06-06,否,0
RV-101439,惠普,智能穿戴,5,131,是,京东,2025-11-13,否,7
RV-101440,惠普,智能手机,5,65,是,抖音,2026-05-18,否,1
RV-101441,OPPO,耳机,4,93,是,官网,2025-11-24,是,3
RV-101442,三星,智能家居,1,160,是,拼多多,2025-10-18,否,5
RV-101443,海尔,智能穿戴,5,120,是,苏宁,2025-08-22,否,7
RV-101444,小米,平板电脑,4,50,是,官网,2025-11-29,否,0
RV-101445,索尼,笔记本电脑,2,145,是,京东,2026-03-31,否,5
RV-101446,飞利浦,耳机,5,27,是,天猫,2025-08-30,否,2
RV-101447,OPPO,平板电脑,5,45,是,抖音,2026-04-19,否,1
RV-101448,海尔,平板电脑,5,10,是,拼多多,2026-03-13,否,2
RV-101449,华硕,智能穿戴,5,20,是,拼多多,2025-11-20,否,2
RV-101450,戴尔,电视,3,158,是,拼多多,2025-11-17,否,6
